OBJECTID;Id da Instalação;Nome;Id Agente Principal;Agente Principal;Data Prevista;Data Prevista;Data Entrada;Data Entrada,x,y
477;PRFRA ;SUB FIGUEIRA                                       PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;29/06/1990;30/06/1990,-50.38867500399999,-23.849606000999984
478;PRGPS ;SUB GOVERNADOR PARIGOT SOUZA                       PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;18/09/1996;19/09/1996,-48.76083330099999,-25.253333002999966
479;PRGR  ;SUB PONTA GROSSA                                   PR       ;DGS;GRALHA AZUL TRANSMISSÃO DE ENERGIA S.A.                        ;08/03/2023;09/03/2023;20/08/2021;21/08/2021,-50.29696110599997,-25.081080600999996
480;PRGRL ;SUB GRALHA AZUL                                    PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;01/06/2000;02/06/2000,-49.353536203999965,-25.585140601999967
481;PRGUA ;SUB GUAIRA                                         PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;31/10/2022;01/11/2022,-54.22611110699995,-24.101944403000005
482;PRGUO ;SUB GUARAPUAVA OESTE                               PR       ;DGS;GRALHA AZUL TRANSMISSÃO DE ENERGIA S.A.                        ;08/03/2023;09/03/2023;02/04/2022;03/04/2022,-51.58256200699998,-25.392020204000005
483;PRIBP ;SUB IBIPORA                                        PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;30/11/1990;01/12/1990,-51.07638890299995,-23.291666701999986
484;PRIRN ;SUB IRATI NORTE                                    PR       ;DGS;GRALHA AZUL TRANSMISSÃO DE ENERGIA S.A.                        ;08/03/2023;09/03/2023;18/02/2023;19/02/2023,-50.65312300599999,-25.387852006000003
485;PRIVP ;SUB IVAIPORA ELETROSUL                             PR       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;;01/06/2000;02/06/2000,-51.677759304999995,-24.429173305999996
486;PRJGI ;SUB JAGUARIAIVA                                    PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;31/03/1993;01/04/1993,-49.69333330499995,-24.232777804999955
487;PRKCL ;SUB KLABIN CELULOSE                                PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;27/02/2016;28/02/2016;17/08/2015;18/08/2015,-50.74138900599996,-24.243611000999977
488;PRLDA ;SUB LOANDA                                         PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;01/06/2000;02/06/2000,-53.115556002000005,-22.93055600699995
489;PRLNA ;SUB LONDRINA (COPEL-T)                             PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;31/12/1983;01/01/1984,-51.19777779999998,-22.988888904999953
490;PRLON ;SUB LONDRINA (ELETROSUL)                           PR       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;;01/06/2000;02/06/2000,-51.14194440099999,-23.46250000699996
491;PRLOS ;SUB LONDRINA SUL                                   PR       ;GAT;GUAIRA TRANSMISSORA DE ENERGIA S.A.                            ;30/12/2019;31/12/2019;12/12/2021;13/12/2021,-51.23173900699999,-23.365665607999972
492;PRMGA ;SUB MARINGA                                        PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;31/12/1983;01/01/1984,-51.985833302,-23.447500005999984
493;PRMNO ;SUB MEDIANEIRA NORTE                               PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;03/09/2019;04/09/2019;01/06/2019;02/06/2019,-54.09666700699995,-25.27122200399998
494;PRMUA ;SUB MAUA                                           PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;29/11/2012;30/11/2012;22/11/2012;23/11/2012,-50.70111100399998,-24.063333005000004
495;PRPFL ;SUB POSTO FISCAL                                   PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;09/12/2007;10/12/2007;03/12/2007;04/12/2007,-48.564722202999974,-25.55277780499995
496;PRPGN ;SUB PONTA GROSSA  NORTE                            PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;01/06/2000;02/06/2000,-50.13972220599999,-25.049722202999988
497;PRPGS ;SUB PONTA GROSSA SUL                               PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;01/06/2000;02/06/2000,-50.097777805999954,-25.17500000499996
498;PRPIL ;SUB PILARZINHO                                     PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;01/06/2000;02/06/2000,-49.27500000599997,-25.371944405999955
499;PRPIN ;SUB PINHALZINHO 2                                  SC       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;29/04/2018;30/04/2018;28/02/2018;01/03/2018,-53.02362900199995,-26.82091100599996
500;PRPTO ;SUB PATO BRANCO                                    PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;30/04/1989;01/05/1989,-52.670000001999995,-26.20972220699997
501;PRPVN ;SUB PARANAVAI NORTE                                PR       ;RUB;INTERLIGAÇÃO ELÉTRICA IVAÍ S.A.                                ;30/12/2022;31/12/2022;14/01/2023;15/01/2023,-52.47145800299995,-23.04495300399998
502;PRREP ;SUB REPAR                                          PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;30/01/2009;31/01/2009;18/03/2009;19/03/2009,-49.36245000399998,-25.579486005999968
503;PRRZS ;SUB REALEZA SUL                                    PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;04/03/2017;05/03/2017;14/01/2017;15/01/2017,-53.517806001,-25.783236004999992
504;PRSDI ;SUB SARANDI                                        PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;29/06/2006;30/06/2006;22/06/2006;23/06/2006,-51.83166670099996,-23.444444403999967
505;PRSGD1;SUB SEGREDO                                        PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;25/09/1992;26/09/1992,-52.104167007,-25.781402103999994
506;PRSMC ;SUB SANTA MONICA                                   PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;30/03/2007;31/03/2007;10/02/2007;11/02/2007,-49.14661110199995,-25.362222202999988
507;PRSMS ;SUB SAO MATEUS SUL                                 PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;01/06/2000;02/06/2000,-50.40000000599997,-25.849722206999957
508;PRSOS ;SUB SALTO  OSORIO                                  PR       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;;01/06/2000;02/06/2000,-53.01277800599996,-25.539981001
509;PRSQU ;SUB SANTA QUITERIA                                 PR       ;IUA;CAIUÁ TRANSMISSORA DE ENERGIA S.A.                             ;29/07/2014;30/07/2014;22/07/2014;23/07/2014,-49.31166700299997,-25.460278004999964
510;PRSSA ;SUB SALTO SANTIAGO                                 PR       ;GTE;COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D;;;30/12/1980;31/12/1980,-52.622777805,-25.630833306
511;PRSTF5;SUB FOZ DO IGUACU 50HZ                             PR       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-54.54133500199998,-25.466733902999977
512;PRSTF6;SUB FOZ DO IGUACU 60HZ                             PR       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-54.54133500199998,-25.46686600199996
513;PRSTIV;SUB IVAIPORA FURNAS                                PR       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-51.67485000199997,-24.420571007999968
514;PRUBR ;SUB UBERABA                                        PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;01/06/2000;02/06/2000,-49.20750000299995,-25.47555560699999
515;PRUMB ;SUB UMBARA                                         PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;01/06/2000;02/06/2000,-49.316388905,-25.591111101999957
516;PRUMU2;SUB UMUARAMA SUL                                   PR       ;COE;COSTA OESTE TRANSMISSORA DE ENERGIA S.A.                       ;29/08/2014;30/08/2014;26/07/2014;27/07/2014,-53.28789400299996,-23.789836004999984
517;PRUVN ;SUB UNIAO DA VITORIA NORTE                         PR       ;DGS;GRALHA AZUL TRANSMISSÃO DE ENERGIA S.A.                        ;08/03/2023;09/03/2023;20/12/2021;21/12/2021,-51.150053999999955,-26.148970000999952
518;PYACY ;SUB ACARAY                                         PY       ;AND;Ande                                                           ;;;01/06/2000;02/06/2000,-54.64166700099997,-25.499167002999968
519;PYSEMD;SUB MARGEM DIREITA                                 PY       ;ITP;ITAIPU Binacional                                              ;;;01/06/2000;02/06/2000,-54.61572050299998,-25.430899702999966
520;RJCMP2;SUB CAMPOS 2                                       RJ       ;EK3;NEOENERGIA GUANABARA TRANSMISSÃO DE ENERGIA S.A.               ;21/06/2023;22/06/2023;22/06/2024;23/06/2024,-41.312101505999976,-21.852157906000002
521;RJCPJ ;SUB COMPERJ                                        RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;25/09/2022;26/09/2022;29/12/2022;30/12/2022,-42.860825001999956,-22.645356007999965
522;RJLGO ;SUB LAGOS                                          RJ       ;LAG;TRANSMISSORA LAGOS SPE S.A.                                    ;21/03/2023;22/03/2023;13/06/2022;14/06/2022,-41.96777780399998,-22.41055550499999
523;RJMGE ;SUB MAGE                                           RJ       ;CRJ;AMPLA ENERGIA E SERVICOS S.A.                                  ;;;30/11/1998;01/12/1998,-43.02777780599996,-22.600000002
524;RJSTAD;SUB ADRIANOPOLIS                                   RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;30/11/1998;01/12/1998,-43.47693200399999,-22.665712006999968
525;RJSTAN;SUB ANGRA FUR                                      RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-44.45494800099999,-23.00538000499995
526;RJSTBF;SUB BAIXADA FLUMINENSE                             RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;30/10/2013;31/10/2013;18/11/2013;19/11/2013,-43.64222200199998,-22.720833003999985
527;RJSTCM;SUB CAMPOS                                         RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-41.33847200099996,-21.71953400299998
528;RJSTGR;SUB GRAJAU                                         RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-43.26482700599996,-22.928023003999954
529;RJSTIR;SUB IRIRI                                          RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;30/10/2009;31/10/2009;05/10/2009;06/10/2009,-41.937106005999965,-22.35160600499995
530;RJSTJP;SUB JACAREPAGUA                                    RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-43.420783005999965,-22.92388890799998
531;RJSTMH;SUB MACAE MERCHANT                                 RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;03/11/2001;04/11/2001,-41.870521999999994,-22.304694004999988
532;RJSTNV;SUB NOVA IGUACU                                    RJ       ;LTE;LINHAS DE TAUBATÉ TRANSMISSORA DE ENERGIA S.A.                 ;28/09/2017;29/09/2017;01/10/2017;02/10/2017,-43.535965904999955,-22.75287500099995
533;RJSTRL;SUB ROCHA LEAO                                     RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-42.022714003999965,-22.426526002999992
534;RJSTRS;SUB RESENDE                                        RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;30/08/2009;31/08/2009;05/04/2009;06/04/2009,-44.513889000000006,-22.499167002999968
535;RJSTSJ;SUB SAO JOSE                                       RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;09/12/1993;10/12/1993,-43.33229100699998,-22.748756006999997
536;RJSTVO;SUB VOLTA REDONDA CSN                              RJ       ;CSN;COMPANHIA SIDERURGICA NACIONAL                                 ;29/09/2018;30/09/2018;;,-44.071097001,-22.548630006999986
537;RJSTVP;SUB VENDA DAS PEDRAS                               RJ       ;PDS;PEDRAS TRANSMISSORA DE ENERGIA S.A.                            ;29/11/2010;30/11/2010;28/11/2010;29/11/2010,-42.793775006999965,-22.733989000999998
538;RJSTZO;SUB ZONA OESTE                                     RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;12/03/2011;13/03/2011;15/03/2011;16/03/2011,-43.71466699999996,-22.87297200499995
539;RJTRIO;SUB TERMINAL RIO                                   RJ       ;XNR;XINGU RIO TRANSMISSORA DE ENERGIA S.A.                         ;01/09/2019;02/09/2019;30/07/2019;31/07/2019,-43.74177600399997,-22.64802700299998
540;RNABR ;SUB AREIA BRANCA                                   RN       ;MET;Eólica Mar e Terra Geração e Comercialização                   ;27/02/2014;28/02/2014;17/02/2014;18/02/2014,-36.916961007,-4.963689006999971
541;RNACD ;SUB ACU II                                         RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;01/06/2000;02/06/2000,-36.908622003999994,-5.593044005999957
542;RNACT ;SUB ACU III                                        RN       ;PRZ;ARGO VI TRANSMISSAO DE ENERGIA S.A                             ;31/10/2017;01/11/2017;08/09/2017;09/09/2017,-37.03145990499996,-5.574764005999953
543;RNALG ;SUB ALEGRIA                                        RN       ;NEO;NEW ENERGY OPTIONS GERAÇÃO DE ENERGIA S.A.                     ;29/12/2011;30/12/2011;29/12/2011;30/12/2011,-36.38328900199997,-5.124316006999948
544;RNASS ;SUB ASSU V                                         RN       ;FVA;Central Fotovoltaica de Assu V                                 ;29/11/2017;30/11/2017;22/12/2017;23/12/2017,-36.01778000599995,-5.5083000070000026
545;RNBFJ ;SUB BAIXA DO FEIJAO                                RN       ;BXF;CENTRAL EÓLICA BAIXA DO FEIJÃO I SA                            ;29/06/2016;30/06/2016;20/05/2016;21/05/2016,-36.050679005999996,-5.352990001999956
546;RNBP1 ;SUB BRISA POTIGUAR I                               RN       ;AB1;NOVA ASA BRANCA I ENERGIAS RENOVÁVEIS SA                       ;30/05/2015;31/05/2015;04/08/2015;05/08/2015,-35.849083006,-5.254889003999949
547;RNBP2 ;SUB BRISA POTIGUAR II                              RN       ;IAT;SANTA MARIA ENERGIAS RENOVÁVEIS SA                             ;29/04/2015;30/04/2015;22/04/2015;23/04/2015,-35.92388900399999,-5.443772002999992
548;RNCA1 ;SUB CALANGO 1                                      RN       ;CLO;Calango 1 Energia Renovável SA                                 ;29/04/2016;30/04/2016;29/01/2016;30/01/2016,-36.53695400099997,-6.045274004999953
549;RNCA2 ;SUB CALANGO 2                                      RN       ;CL2;Calango 2 Energia Renovável SA                                 ;29/04/2016;30/04/2016;29/01/2016;30/01/2016,-36.489338003,-6.039103999999952
550;RNCAD ;SUB CARCARA II                                     RN       ;204;Usina de Energia Eólica Carcará II S.A.                        ;29/12/2014;30/12/2014;08/12/2014;09/12/2014,-36.99666700499995,-4.981389000999968
551;RNCCA ;SUB CAICARA                                        RN       ;UNV;UNIÃO DOS VENTOS GERADORA EÓLICA S.A.                          ;21/04/2014;22/04/2014;;,-35.835278003999974,-5.085833005999973
552;RNCDV ;SUB CAMPO DOS VENTOS                               RN       ;CV2;Campo dos Ventos II Energias Renováveis SA                     ;30/03/2015;31/03/2015;04/12/2014;05/12/2014,-35.94550000099997,-5.332889005999959
553;RNCMM ;SUB CEARA MIRIM 2                                  RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;29/10/2014;30/10/2014;16/09/2014;17/09/2014,-35.452175006000004,-5.670319006
554;RNCNB ;SUB CARNAUBAS                                      RN       ;UEC;Usina de Energia Eólica Carnaúba SA                            ;29/09/2017;30/09/2017;19/06/2017;20/06/2017,-35.665000007,-5.151389002999963
