OBJECTID;Id da Instalação;Nome;Id Agente Principal;Agente Principal;Data Prevista;Data Prevista;Data Entrada;Data Entrada,x,y
972;APMCT;SUB MACAPA III                                     AP       ;MAP;ENERGISA AMAPA TRANSMISSORA DE ENERGIA S.A.                    ;29/11/2024;30/11/2024;07/12/2024;08/12/2024,-51.174241370000004,0.04751060600000301
973;CECTE;SUB CRATÉUS                                        CE       ;T32;SPE NOVA ERA TERESINA TRANSMISSORA S.A.                        ;29/06/2029;30/06/2029;;,-40.66800006599999,-5.175000103000002
974;BAARI;SUB ARIZONA                                        BA       ;SDV;SERRA DO VENTO ENERGETICA S.A.                                 ;30/08/2020;31/08/2020;18/11/2020;19/11/2020,-41.00619825299998,-9.751812197999982
975;BABDI;SUB BRUMADO I                                      BA       ;CBA;Companhia de Eletricidade do Estado da Bahia                   ;;;30/12/1999;31/12/1999,-41.65480477899996,-14.205880320999995
976;BABJU;SUB BOM JESUS                                      BA       ;BJS;ENEL GREEN POWER BOM JESUS DA LAPA SOLAR S.A.                  ;30/07/2017;31/07/2017;29/06/2017;30/06/2017,-43.33305028199999,-13.299456074999966
977;BAFFUT;SUB COMPLEXO_FUTURA                                BA       ;MP1;ENEVA S.A.                                                     ;14/10/2022;15/10/2022;23/05/2023;24/05/2023,-40.68602086799996,-9.660781928999995
978;BAGPX;SUB GPEXPAN                                        BA       ;ACA;ACAUA ENERGIA S/A                                              ;29/06/2018;30/06/2018;16/09/2019;17/09/2019,-42.63126724199998,-14.395531105999964
979;BAHRZ;SUB HORIZONTE MP                                   BA       ;HMP;ENEL GREEN POWER HORIZONTE MP SOLAR S.A.                       ;14/07/2017;15/07/2017;14/03/2018;15/03/2018,-44.083243883999955,-12.60426918799999
980;BAJRB;SUB JEREMOABO                                      BA       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;30/12/2021;31/12/2021;04/03/2023;05/03/2023,-38.29914767899999,-10.16150014599998
981;BALAP;SUB LAPA                                           BA       ;NOV;NOVA OLINDA SUL SOLAR S.A.                                     ;30/10/2017;31/10/2017;29/06/2017;30/06/2017,-43.35158087499997,-13.310839018999957
982;BAMCS;SUB MORRO DO CHAPEU SUL                            BA       ;MCE;Enel Green Power Morro do Chapéu I Eólica SA                   ;29/12/2018;30/12/2018;28/06/2018;29/06/2018,-41.31542763099998,-11.592893858999958
983;BAOIT;SUB SUB OITIS                                      PI       ;NOM;NEOENERGIA OPERAÇÃO E MANUTENÇÃO S.A.                          ;13/03/2022;14/03/2022;21/07/2022;22/07/2022,-41.73469104899999,-9.040340256999968
984;BASSB;SUB SERTAO SOLAR BARREIRAS                         BA       ;SB1;SOLAR BARREIRAS I ENERGIA SPE LTDA                             ;29/11/2019;30/11/2019;22/11/2019;23/11/2019,-45.59780997499996,-12.051320867999948
985;BAVTC;SUB VITORIA DA CONQUISTA                           BA       ;CBA;Companhia de Eletricidade do Estado da Bahia                   ;;;30/12/1999;31/12/1999,-40.831205214999954,-14.833073776999981
986;CECHE;SUB PEDRA CHEIROSA                                 CE       ;PC1;PEDRA CHEIROSA I ENERGIA S.A.                                  ;29/04/2018;30/04/2018;26/06/2017;27/06/2017,-39.73749984599999,-3.0058329649999678
987;CELAV;SUB LAVRAS                                         CE       ;FDF;Lavras 1 Energias Renovaveis S.A.                              ;14/01/2022;15/01/2022;28/07/2022;29/07/2022,-38.93281184199998,-3.7917278169999804
988;CEPCI;SUB PICI                                           CE       ;CCE;Companhia Energética do Ceará                                  ;;;30/12/1990;31/12/1990,-38.58324992399997,-3.745391038999969
989;CESJAN;SUB JANDAIA                                        CE       ;JAN;ENERGIA DOS VENTOS VII S.A.                                    ;30/01/2020;31/01/2020;29/05/2020;30/05/2020,-37.84419996699995,-4.4088001399999825
990;DFSEBC;SUB BRASILIA CENTRO                                DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;;;30/12/1990;31/12/1990,-47.86248457299996,-15.793434102999981
991;DFSM;SUB SANTA MARIA CEB                                DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;;;27/07/2006;28/07/2006,-48.036243737999996,-16.028621963999967
992;ESNVEN;SUB NOVA VENECIA                                   ES       ;ESC;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;;01/06/2000;02/06/2000,-40.40969917799998,-18.716128890999983
993;ESSBOA;SUB BOAPABA                                        ES       ;ESC;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;;30/12/1990;31/12/1990,-40.615159307,-19.630615573
994;ESSLIN;SUB LINHARES EDP                                   ES       ;ESC;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;;30/12/1990;31/12/1990,-40.07355278899996,-19.39098151999997
995;ESSSAF;SUB SE SAFRA                                       ES       ;ESC;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;02/09/2021;03/09/2021;05/09/2021;06/09/2021,-41.11193968099997,-20.95547014699997
996;GOBVI;SUB BELA VISTA                                     GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;31/12/1995;01/01/1996,-48.942421835000005,-16.96174410699996
997;GOCAT;SUB CATALAO                                        GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;01/06/2000;02/06/2000,-47.94528675599997,-18.150990175999993
998;GOSMG;SUB SANTA MARIA CELG                               GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;30/12/1990;31/12/1990,-48.03624328799998,-16.028551448999963
999;MASCC;SUB HEINEKEN-MA                                    MA       ;CMA;EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A               ;31/03/2004;01/04/2004;16/10/2004;17/10/2004,-43.41081382699997,-4.8715901119999785
1000;MGAVAT;SUB AVATINGUARA                                    MG       ;CD1;CEMIG DISTRIBUIÇÃO S.A.                                        ;;;31/12/1983;01/01/1984,-49.074503295,-18.77248961199996
1001;MGBRO2;SUB BARROSO 4                                      MG       ;CD1;CEMIG DISTRIBUIÇÃO S.A.                                        ;;;31/12/1983;01/01/1984,-43.98474178699996,-21.18019924799995
1002;MGCRA1;SUB CARATINGA 1                                    MG       ;CD1;CEMIG DISTRIBUIÇÃO S.A.                                        ;;;26/12/2002;27/12/2002,-42.13120725199997,-19.771330777000003
1003;MGFSA;SUB COLETORA FRANCISCO SÁ                          MG       ;QWX;Francisco Sá 1 Energias Renováveis S.A.                        ;29/12/2021;30/12/2021;06/04/2022;07/04/2022,-43.67225701499996,-16.298615176
1004;MGJFO2;SUB JUIZ DE FORA 2                                 MG       ;;;;;30/12/1990;31/12/1990,-43.34702577799999,-21.749947230999965
1005;MGJFO4;SUB JUIZ DE FORA 4                                 MG       ;;;;;30/12/1990;31/12/1990,-43.33472942199995,-21.781396753999957
1006;MGJGS1;SUB JAGUARA-SE                                     MG       ;CG1;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;;;01/06/2000;02/06/2000,-47.43817460599996,-20.012909073000003
1007;MGLAV2;SUB LAVRAS 2                                       MG       ;CD1;CEMIG DISTRIBUIÇÃO S.A.                                        ;;;31/12/1984;01/01/1985,-44.969506395999986,-21.26253709299999
1008;MGMGA3;SUB MANGA 3                                        MG       ;CD1;CEMIG DISTRIBUIÇÃO S.A.                                        ;;;30/12/1990;31/12/1990,-43.69058930399996,-15.34772542899998
1009;MGMGA5;SUB MANGA 5                                        MG       ;CD1;CEMIG DISTRIBUIÇÃO S.A.                                        ;;;12/04/2009;13/04/2009,-43.807430186999966,-15.110940059999962
1010;MGNANU;SUB NANUQUE                                        MG       ;CD1;CEMIG DISTRIBUIÇÃO S.A.                                        ;;;30/12/1990;31/12/1990,-40.36446999699996,-17.829204317999995
1011;MGSJP;SUB COLETORA SAO JOAO PARACATU                     MG       ;UFT;USINA DE ENERGIA FOTOVOLTAICA PARACATU I LTDA                  ;29/09/2023;30/09/2023;08/11/2023;09/11/2023,-47.085530092,-17.232258394999974
1012;MGSOC;SUB SOL DO CERRADO                                 MG       ;VRD;VALE S.A.                                                      ;30/12/2022;31/12/2022;02/01/2023;03/01/2023,-43.78594909399999,-15.384426915999995
1013;MGUFLS;SUB COLETORA LAR DO SOL                            MG       ;LS1;USINA DE ENERGIA FOTOVOLTAICA LAR DO SOL I S.A                 ;31/03/2022;01/04/2022;05/09/2022;06/09/2022,-44.696978231,-17.363170817999958
1014;MGUJAI;SUB COL UFV JAIBA                                  MG       ;BEI;BEI - Brasil Energia Inteligente Ltda                          ;31/12/2020;01/01/2021;30/08/2021;31/08/2021,-43.63586398399997,-15.350722751999967
1015;MSATA;SUB APARECIDA DO TABOADO                           MS       ;ERS;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ;;;20/12/1997;21/12/1997,-51.111829960999955,-20.086550513999953
1016;MTCDER;SUB SE COLIDER                                     MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-55.44944141899998,-10.805494652999982
1017;PACAR;SUB CARAJAS EQT PA                                 PA       ;CPA;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.                  ;;;30/12/1990;31/12/1990,-49.88776511399999,-5.980093024999974
1018;PAMAB;SUB SE MARABA                                      PA       ;CPA;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.                  ;;;30/12/1990;31/12/1990,-49.08276712199995,-5.341783079999971
1019;PBCHN;SUB CHAFARIZ NORTE                                 PB       ;TYF;CANOAS 2 ENERGIA RENOVÁVEL S/A                                 ;29/06/2021;30/06/2021;02/12/2021;03/12/2021,-36.814211967000006,-6.882065090999959
1020;PBCHS;SUB CHAFARIZ SUL I                                 PB       ;CHH;CHAFARIZ 4 ENERGIA RENOVAVEL S.A.                              ;30/07/2021;31/07/2021;24/09/2021;25/09/2021,-36.87949468299996,-6.971063979999997
1021;PBCHSD;SUB CHAFARIZ SUL II                                PB       ;EOL;CHAFARIZ 1 ENERGIA RENOVÁVEL S/A                               ;30/07/2021;31/07/2021;28/07/2021;29/07/2021,-36.88792663299995,-6.983395855999959
1022;PBSSD;SUB SERRA DO SERIDO                                PB       ;EDF;EDF EN DO BRASIL PARTICIPACÕES LTDA                            ;30/11/2022;01/12/2022;26/12/2022;27/12/2022,-36.79921959999996,-6.9905399379999835
1023;PEBELM;SUB BELMONTE II                                    PE       ;LMZ;BELMONTE II PARQUE SOLAR S.A.                                  ;30/05/2023;31/05/2023;24/10/2023;25/10/2023,-38.83470979699996,-7.870061184999997
1024;PEBRI;SUB BRIGIDA                                        PE       ;BGS;BRIGIDA SOLAR SPE LTDA                                         ;14/04/2021;15/04/2021;25/06/2021;26/06/2021,-39.59164189699999,-8.565919004999955
1025;PISAM;SUB SANTO AMARO                                    PI       ;CQL;CENTRAL GERADORA SOLAR COQUEIRAL S/A                           ;29/12/2016;30/12/2016;16/11/2022;17/11/2022,-40.54925028699995,-7.307894155999975
1026;PRCMO1;SUB CAMPO MOURAO 1                                 PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;01/06/2000;02/06/2000,-52.366667001999986,-24.075000494999983
1027;PRFAX;SUB FAXINAL                                        PR       ;COD;COPEL DISTRIBUIDORA S.A.                                       ;;;31/07/1997;01/08/1997,-51.328535113999976,-23.990465994999965
1028;PRGJR-;SUB SALTO CAXIAS                                   PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;31/12/2005;01/01/2006,-53.49790026199997,-25.54321585499997
1029;PRPNA;SUB PALOTINA                                       PR       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;;;31/10/1981;01/11/1981,-53.82473897199998,-24.27409062099997
1030;RJROL;SUB ROCHA LEAO AMPLA                               RJ       ;CRJ;AMPLA ENERGIA E SERVICOS S.A.                                  ;;;31/12/1973;01/01/1974,-42.009482909999974,-22.423605260999977
1031;BAARO;SUB AROEIRA                                        BA       ;ENL;ENEL GREEN POWER BRASIL PARTICIPAÇÕES LTDA                     ;30/04/2023;01/05/2023;18/12/2023;19/12/2023,-41.47616150799996,-10.791088758
1032;CEABA2;SUB ABAIARA II                                     CE       ;LSM;LIGHTSOURCE MILAGRES I GERACAO DE ENERGIA LTDA                 ;30/08/2023;31/08/2023;18/12/2023;19/12/2023,-38.970835844999954,-7.391467184999954
1033;RNPRA;SUB PEDRA RAJADA                                   RN       ;EEH;ECHOENERGIA PARTICIPACOES S.A.                                 ;30/09/2017;01/10/2017;;,-36.31041865199995,-5.916280904999951
1034;BADAM;SUB DARIO MEIRA                                    BA       ;CBA;Companhia de Eletricidade do Estado da Bahia                   ;;;30/12/1999;31/12/1999,-39.88126152499996,-14.440447622999955
1035;GOMCA;SUB MARACA                                         GO       ;YMN;Mineração Maracá Indústria e Comércio SA                       ;29/07/2006;30/07/2006;;,-49.37756864399995,-14.225605949999988
1036;GOINH;SUB INHUMAS                                        GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;30/12/1990;31/12/1990,-49.48931299999998,-16.358427804999963
1037;MTPOCO;SUB POCONE                                         MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;;30/12/1990;31/12/1990,-56.63548499999996,-16.243269906999956
1038;GOCRB;SUB CORUMBA CELG                                   GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;30/12/1990;31/12/1990,-48.541299848999984,-17.986699818999966
1039;PBPBT;SUB PILOES III                                     PB       ;SPA;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.               ;30/11/2028;01/12/2028;;,-35.61899999499997,-6.880000007999968
1040;SPSCAL;SUB SCALA                                          SP       ;;;30/12/2025;31/12/2025;;,-46.811999759,-23.494999934999953
1041;PIVEA;SUB VEA II                                         PI       ;;;30/06/2025;01/07/2025;;,-41.41049987399998,-4.124800209999989
1042;RRSEBL;SUB BALIZA                                         RR       ;EDR;RORAIMA ENERGIA S.A                                            ;29/09/2022;30/09/2022;20/06/2023;21/06/2023,-59.908827218,0.9469466340000281
1043;RSERE;SUB ERECHIM 1                                      RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;;01/06/2000;02/06/2000,-52.312500016,-27.656389263999984
1044;;;;;;;;,-60.14153354399997,-12.707681433999994
1045;;;;;;;;,-52.22000001199996,-27.670000252999955
1046;BAVB3;SUB VENTOS DA BAHIA III                            BA       ;VB1;Parque Eólico Ventos da Bahia I                                ;24/02/2021;25/02/2021;02/12/2021;03/12/2021,-41.499969093999994,-12.098415183999975
1047;BAVDB;SUB VENTOS DA BAHIA                                BA       ;BB2; Parque Eólico Alto do Bonito Ltda                             ;30/05/2017;31/05/2017;20/09/2017;21/09/2017,-41.49134408699996,-11.981695223999964
1048;ESSCRC;SUB CARIACICA                                      ES       ;ESC;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;;30/12/1990;31/12/1990,-40.39425094999996,-20.284001340999964
1049;MGARX;SUB SE COLETORA ARAXA                              MG       ;UEF;USINA DE ENERGIA FOTOVOLTAICA ARAXA S.A                        ;31/03/2022;01/04/2022;27/02/2023;28/02/2023,-47.047783238999955,-19.762601561999986
1050;MGJFO7;SUB JUIZ DE FORA 7                                 MG       ;CD1;CEMIG DISTRIBUIÇÃO S.A.                                        ;;;01/06/2000;02/06/2000,-43.431981141999984,-21.664012818000003
1051;PECRD;SUB CIRANDA                                        PE       ;CD4;CIRANDA 4 ENERGIAS RENOVÁVEIS S.A.                             ;31/12/2021;01/01/2022;31/03/2023;01/04/2023,-38.627376142,-7.636519620999991
1052;RJAFR;SUB ARI FRANCO                                     RJ       ;LGT;LIGHT SERVIÇOS DE ELETRICIDADE S.A                             ;;;01/06/2000;02/06/2000,-43.473087013,-22.861419853999962
1053;RJALC;SUB ALCANTARA                                      RJ       ;CRJ;AMPLA ENERGIA E SERVICOS S.A.                                  ;;;09/12/1993;10/12/1993,-42.99869061099997,-22.814716226999963
1054;RJBRI;SUB BRISAMAR                                       RJ       ;LGT;LIGHT SERVIÇOS DE ELETRICIDADE S.A                             ;;;01/06/2000;02/06/2000,-43.83943657399999,-22.890831423999998
1055;RJMTO;SUB MATO ALTO                                      RJ       ;LGT;LIGHT SERVIÇOS DE ELETRICIDADE S.A                             ;;;01/06/2000;02/06/2000,-43.568100146000006,-22.94190013399998
1056;RNACA;SUB ACAUA                                          RN       ;ALG;ALIANÇA GERAÇÃO DE ENERGIA S.A.                                ;28/02/2022;01/03/2022;28/08/2023;29/08/2023,-36.645479025999975,-6.111334647999968
1057;RNAFB;SUB AFONSO BEZERRA                                 RN       ;BZ1;AFONSO BEZERRA I GERACAO DE ENERGIA SPE S.A                    ;30/12/2021;31/12/2021;29/04/2022;30/04/2022,-36.50618808399997,-5.324612263999995
1058;RNAMN;SUB ANEMUS                                         RN       ;GEN;COTESA ENGENHARIA LTDA                                         ;31/08/2022;01/09/2022;09/05/2023;10/05/2023,-36.59313374999999,-6.205313155999988
1059;RNBNT;SUB BLOCO NORTE                                    RN       ;BER;São Benedito Energias Renováveis ltda.                         ;29/09/2016;30/09/2016;12/08/2016;13/08/2016,-35.800472980999984,-5.225277020999954
1060;RNCA3;SUB CALANGO 3                                      RN       ;CG6;CALANGO 6 ENERGIA RENOVAVEL S.A.                               ;05/10/2016;06/10/2016;27/12/2016;28/12/2016,-36.489330892,-6.039539033999972
1061;RNCAJ;SUB CAJU                                           RN       ;HG2;Ventos de Santa Tereza 04 Energias Renováveis S.A.             ;31/12/2022;01/01/2023;26/06/2023;27/06/2023,-36.26872173299995,-5.686297811999964
1062;RNEXT;SUB EXTREMOZ                                       RN       ;CRN;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN             ;;;30/12/1990;31/12/1990,-35.288673501999995,-5.736751240999979
1063;RNMDR;SUB MONTE DO RONCA                                 RN       ;VSF;VENTOS DE SAO FERNANDO I ENERGIA S.A                           ;30/07/2020;31/07/2020;02/10/2020;03/10/2020,-36.03197405499998,-5.176286918999949
1064;RNMS2;SUB MORRO DO CHAPEU SUL II                         BA       ;E08;ENEL GREEN POWER VENTOS DE SANTA ESPERANÇA 8 S.A               ;29/04/2021;30/04/2021;12/11/2021;13/11/2021,-41.334548219,-11.611287905999973
1065;RNMSC;SUB MANGUE SECO                                    RN       ;MS1;Éolica Mangue Seco 1 Geradora e Comercializadora de Energia Elé;31/07/2011;01/08/2011;25/08/2011;26/08/2011,-36.359399372999974,-5.172742212999992
1066;RNMTV;SUB MONTE VERDE                                    RN       ;PRZ;ARGO VI TRANSMISSAO DE ENERGIA S.A                             ;27/02/2022;28/02/2022;31/08/2022;01/09/2022,-36.21533997299997,-5.446920004999981
1067;RNRID;SUB RIACHAO II                                     PB       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;30/05/2023;31/05/2023;01/11/2023;02/11/2023,-35.63386587499997,-6.517059958999994
1068;RNSMN;SUB SANTA ROSA MUNDO NOVO                          RN       ;SN1;CENTRAIS EÓLICAS SRMN I SA                                     ;26/03/2021;27/03/2021;13/08/2021;14/08/2021,-36.156220641999994,-5.913732128999982
1069;RRSEEQ;SUB SE EQUATORIAL                                  RR       ;EDR;RORAIMA ENERGIA S.A                                            ;01/09/2019;02/09/2019;30/12/1990;31/12/1990,-60.75813998899997,2.815068499000006
1070;RSCAL1;SUB CRUZ ALTA 1                                    RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;;01/06/2000;02/06/2000,-53.614999909999995,-28.611944386000005
1071;RSCRZ;SUB CARAZINHO                                      RS       ;CEE;CPFL TRANSMISSAO S.A.                                          ;;;30/12/1990;31/12/1990,-52.800751827,-28.281710892999968
1072;SCBJDM;SUB BOM JARDIM                                     SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;;20/10/2009;21/10/2009,-49.57555690799995,-28.367062274999967
1073;SCHOE;SUB HERVAL DOESTE                                  SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;;31/12/1980;01/01/1981,-51.50267310199996,-27.192690117999973
1074;SCROO;SUB RIO DO OURO                                    SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;;11/01/2011;12/01/2011,-49.607579027999975,-28.44642607999998
1075;SEXNG;SUB SE XINGO                                       SE       ;EGP;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA                    ;;;02/11/2010;03/11/2010,-37.79579988099999,-9.63300034699995
1076;SPARA1;SUB ARARAQUARA 1                                   SP       ;CPL;Companhia Paulista de Força e Luz                              ;;;01/06/2000;02/06/2000,-48.16164967199995,-21.80872584499997
1077;SPARR1;SUB ARARAS 1                                       SP       ;ELK;ELEKTRO REDES S.A.                                             ;;;01/06/2002;02/06/2002,-47.384166635999975,-22.356944564999992
1078;SPBAN0;SUB BANDEIRANTES CPFL                              SP       ;CPL;Companhia Paulista de Força e Luz                              ;;;30/12/1990;31/12/1990,-46.69374954599999,-23.59710026399995
1079;SPBBO;SUB BARRA BONITA                                   SP       ;CPL;Companhia Paulista de Força e Luz                              ;;;01/06/2000;02/06/2000,-48.53261587999998,-22.517963726999994
1080;SPCAR1;SUB CARIOBA                                        SP       ;CPL;Companhia Paulista de Força e Luz                              ;;;16/01/1983;17/01/1983,-47.34438376099996,-22.709845436999956
1081;SPCST3;SUB CASTILHO 03                                    SP       ;096;CASTILHO SOLAR PARTICIPACOES S.A.                              ;30/07/2022;31/07/2022;28/12/2022;29/12/2022,-51.529266156000006,-20.790444160999982
1082;SPITH2;SUB ITANHAEM 2                                     SP       ;ELK;ELEKTRO REDES S.A.                                             ;;;01/06/2002;02/06/2002,-46.735002519999966,-24.152991786999962
1083;SPJGU5;SUB JAGUARIUNA 5                                   SP       ;193;CPFL Energia SA                                                ;;;30/12/1990;31/12/1990,-47.005278213,-22.676022983999985
1084;SPNAP;SUB NOVA APARECIDA SUMARE 4                        SP       ;CPL;Companhia Paulista de Força e Luz                              ;;;09/01/1983;10/01/1983,-47.19228709799995,-22.844984614999987
1085;SPPB;SUB SUB COLETORA CJ FOT PEREIRA BARRETO            SP       ;164;EDP RENOVÁVEIS BRASIL S/A                                      ;30/06/2021;01/07/2021;14/10/2021;15/10/2021,-51.299999162000006,-20.61999958599995
1086;SPPEN1;SUB PENAPOLIS 1                                    SP       ;CPL;Companhia Paulista de Força e Luz                              ;;;30/12/1990;31/12/1990,-50.142947410999966,-21.44619185299996
1087;SPRIC3;SUB RIO CLARO 3                                    SP       ;ELK;ELEKTRO REDES S.A.                                             ;;;01/06/2002;02/06/2002,-47.587869942,-22.40138078199999
1088;SPUFD;SUB SE COLETORA DRACENA                            SP       ;DR1;Dracena I Parque Solar S.A.                                    ;30/05/2019;31/05/2019;23/08/2019;24/08/2019,-51.587773794999976,-21.450208999999973
1089;AMSG;SUB SERINGAL MIRIM                                 AM       ;ME ;Amazonas Energia S.A.                                          ;29/04/2014;30/04/2014;;,-60.02390966799999,-3.114312087999963
1090;MGBST1;SUB COL BOA SORTE 1                                MG       ;BO1;CENTRAL FOTOVOLTAICA BOA SORTE 1 SPE LTDA.                     ;30/11/2023;01/12/2023;26/02/2024;27/02/2024,-47.283613954999964,-17.176446949999956
1091;MGJAN;SUB UFV JANAUBA                                    MG       ;JA2;JANAÚBA I GERAÇÃO SOLAR ENERGIA S.A                            ;29/04/2022;30/04/2022;;,-43.50837404799995,-15.946559708999985
1092;BAPAS;SUB PONTO ASTERIO                                  BA       ;CBA;Companhia de Eletricidade do Estado da Bahia                   ;;;30/12/1999;31/12/1999,-39.89529049799995,-14.95415096399995
1093;RSMAS;SUB MASISA                                         RS       ;AES;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.                          ;29/04/2009;30/04/2009;11/05/2009;12/05/2009,-57.00511765599998,-29.805550890999996
1094;BACTN;SUB CAETITE NORTE                                  BA       ;BRH;EÓLICA BREJINHOS ALFA S.A                                      ;30/09/2022;01/10/2022;19/03/2024;20/03/2024,-42.49051730899998,-14.156374140999958
1095;AMAD;SUB SE APARECIDA                                   AM       ;ME ;Amazonas Energia S.A.                                          ;;;30/12/1990;31/12/1990,-60.03318710099995,-3.130474319999962
1096;AMCD;SUB CIDADE NOVA                                    AM       ;ME ;Amazonas Energia S.A.                                          ;;;30/12/1990;31/12/1990,-59.96928109999999,-3.0294446909999806
1097;AMDD;SUB DISTRITO DOIS                                  AM       ;ME ;Amazonas Energia S.A.                                          ;;;30/12/1990;31/12/1990,-59.94973160000001,-3.098320290999993
1098;AMDI;SUB D.INDUSTRIAL                                   AM       ;ME ;Amazonas Energia S.A.                                          ;29/04/2014;30/04/2014;;,-59.968752800000004,-3.1171178069999996
1099;AMFL;SUB FLORES                                         AM       ;ME ;Amazonas Energia S.A.                                          ;29/04/2014;30/04/2014;;,-60.02550353799995,-3.0758944449999603
1100;AMMR;SUB MARAPATA                                       AM       ;ME ;Amazonas Energia S.A.                                          ;29/04/2014;30/04/2014;;,-59.98366415300001,-3.133268730999987
1101;AMMS;SUB SE MANAUARA SHOPPING                           AM       ;ME ;Amazonas Energia S.A.                                          ;27/08/2015;28/08/2015;31/07/2014;01/08/2014,-60.01338754,-3.1047247419999735
1102;AMPC;SUB TAP SE-PCE                                     AM       ;ME ;Amazonas Energia S.A.                                          ;02/09/2015;03/09/2015;23/08/2014;24/08/2014,-59.94917069999997,-3.089491814999974
1103;AMPN;SUB SE PONTA NEGRA                                 AM       ;ME ;Amazonas Energia S.A.                                          ;;;14/12/2006;15/12/2006,-60.066216029999964,-3.0848407069999553
1104;AMPS;SUB PONTA DO ISMAEL                                AM       ;ME ;Amazonas Energia S.A.                                          ;29/04/2014;30/04/2014;;,-60.061092702999986,-3.110078140999974
1105;AMRE;SUB REDENCAO                                       AM       ;ME ;Amazonas Energia S.A.                                          ;29/04/2014;30/04/2014;;,-60.03605288399996,-3.070721806999984
1106;AMSD;SUB SE ST ETELVINA 2                               AM       ;ME ;Amazonas Energia S.A.                                          ;26/08/2015;27/08/2015;17/08/2015;18/08/2015,-59.98493830799998,-3.000429614999973
1107;AMSJ;SUB SAO JOSE                                       AM       ;ME ;Amazonas Energia S.A.                                          ;;;30/12/1990;31/12/1990,-59.94674184899998,-3.0591154689999485
1108;AMSO;SUB SANTO ANTONIO                                  AM       ;ME ;Amazonas Energia S.A.                                          ;;;30/12/1990;31/12/1990,-60.01854169999996,-3.0297720069999627
1109;APMD;SUB MACAPA II                                      AP       ;CEA;Companhia de Eletricidade do Amapa S.A.                        ;14/04/2014;15/04/2014;28/11/1996;29/11/1996,-51.06653296999997,0.07814027200004148
1110;APQT;SUB SE EQUATORIA                                   AP       ;CEA;Companhia de Eletricidade do Amapa S.A.                        ;14/04/2014;15/04/2014;;,-51.08695289999997,0.0021375930000431254
1111;APST;SUB SANTANA                                        AP       ;CEA;Companhia de Eletricidade do Amapa S.A.                        ;29/04/2014;30/04/2014;30/09/1975;01/10/1975,-51.18194319999998,-0.014098706999959632
1112;BARGT;SUB RIO GRANDE III                                 BA       ;CBA;Companhia de Eletricidade do Estado da Bahia                   ;29/09/2021;30/09/2021;28/11/2021;29/11/2021,-45.160457119,-12.698394014999963
1113;DFMOJ;SUB MONJOLO                                        DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;;;30/12/1990;31/12/1990,-48.05637630799998,-15.886555706999957
1114;DFSE06;SUB SUBESTACAO 06                                  DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;;;30/12/1990;31/12/1990,-47.87260069199999,-15.790823706999959
